cuenta,valor,ano,mes,entidad
Operaciones de compra al contado con venta a plazos,0,2023,6,"TIVALSA, S.A."
Cuentas por cobrar en operaciones de cartera propia,0,2023,6,"TIVALSA, S.A."
Deudores por intermediación,0,2023,6,"TIVALSA, S.A."
Cuentas por cobrar relacionadas,0,2023,6,"TIVALSA, S.A."
Otras cuentas por cobrar,28219652.33,2023,6,"TIVALSA, S.A."
Impuestos pagados por anticipado,53409626.15,2023,6,"TIVALSA, S.A."
Impuestos diferidos,0,2023,6,"TIVALSA, S.A."
Inversiones en sociedades,350909987.5,2023,6,"TIVALSA, S.A."
Activos intangibles,241946.29,2023,6,"TIVALSA, S.A."
"Propiedad, planta y equipo",3919381.1,2023,6,"TIVALSA, S.A."
Derecho de uso,4361642.81,2023,6,"TIVALSA, S.A."
Propiedades de Inversión,0,2023,6,"TIVALSA, S.A."
Otros activos,3226629.72,2023,6,"TIVALSA, S.A."
TOTAL DE ACTIVOS,22074462862,2023,6,"TIVALSA, S.A."
Pasivos financieros,3010955762,2023,6,"TIVALSA, S.A."
A valor razonable,82080509.01,2023,6,"TIVALSA, S.A."
A valor razonable-instrumento financieros derivados,493991.38,2023,6,"TIVALSA, S.A."
A costo amortizado,2928381261,2023,6,"TIVALSA, S.A."
Obligaciones por financiamiento,0,2023,6,"TIVALSA, S.A."
Obligaciones por instrumentos financieros Emitidos,0,2023,6,"TIVALSA, S.A."
Obligaciones con entidades de intermediación financiera,2928381261,2023,6,"TIVALSA, S.A."
Operaciones de venta al contado con compra a plazo,15257258280,2023,6,"TIVALSA, S.A."
Acreedores por intermediación,82712506.44,2023,6,"TIVALSA, S.A."
Cuentas por pagar relacionadas,0,2023,6,"TIVALSA, S.A."
Otras cuentas por pagar,51650259.6,2023,6,"TIVALSA, S.A."
Provisiones,0,2023,6,"TIVALSA, S.A."
Acumulaciones y otras obligaciones,38191855.18,2023,6,"TIVALSA, S.A."
Arrendamientos,3939982.28,2023,6,"TIVALSA, S.A."
Impuesto por pagar,330751.25,2023,6,"TIVALSA, S.A."
Impuesto diferidos,0,2023,6,"TIVALSA, S.A."
Otros pasivos,0,2023,6,"TIVALSA, S.A."
TOTAL DE PASIVOS,18445039396,2023,6,"TIVALSA, S.A."
Capital,1037124100,2023,6,"TIVALSA, S.A."
Aportes para futura capitalización,0,2023,6,"TIVALSA, S.A."
Acciones en Tesorería,0,2023,6,"TIVALSA, S.A."
Reserva legal,20000000,2023,6,"TIVALSA, S.A."
Reservas de capital,83712410,2023,6,"TIVALSA, S.A."
Resultados acumulados,1110883356,2023,6,"TIVALSA, S.A."
Resultados del ejercicio,656374211.9,2023,6,"TIVALSA, S.A."
Superávit por revaluación,0,2023,6,"TIVALSA, S.A."
Otro resultado integral,721329387.9,2023,6,"TIVALSA, S.A."
TOTAL DE PATRIMONIO,3629423465,2023,6,"TIVALSA, S.A."
TOTAL DE PASIVOS Y PATRIMONIO,22074462862,2023,6,"TIVALSA, S.A."
A valor razonable,1459005205,2023,6,"TIVALSA, S.A."
A valor razonable - Instrumentos financieros derivados,-834436.32,2023,6,"TIVALSA, S.A."
A costo amortizado,-480873683,2023,6,"TIVALSA, S.A."
Total resultados por instrumentos financieros,977297086,2023,6,"TIVALSA, S.A."
Ingresos por administración de cartera,0,2023,6,"TIVALSA, S.A."
Ingresos por custodia de valores,0,2023,6,"TIVALSA, S.A."
Ingresos por asesorías financieras,0,2023,6,"TIVALSA, S.A."
Otros ingresos por servicios,0,2023,6,"TIVALSA, S.A."
Total ingresos por servicios,0,2023,6,"TIVALSA, S.A."
Comisiones por operaciones bursátiles y extrabursátiles,0,2023,6,"TIVALSA, S.A."
Gastos por comisiones y servicios,-40769769.97,2023,6,"TIVALSA, S.A."
Otras comisiones,0,2023,6,"TIVALSA, S.A."
Total resultados por intermediación,-40769769.97,2023,6,"TIVALSA, S.A."
Gastos por financiamientos por Instrumentos financieros emitidos,0,2023,6,"TIVALSA, S.A."
Gastos por financiamientos con entidades de intermediación financiera,-104448176.1,2023,6,"TIVALSA, S.A."
Gastos por arrendamientos,-222760.1,2023,6,"TIVALSA, S.A."
Total gastos financieros,-104670936.2,2023,6,"TIVALSA, S.A."
Gastos de administración y comercialización,-150613610.1,2023,6,"TIVALSA, S.A."
Reajuste y diferencia de cambio,-24863817.19,2023,6,"TIVALSA, S.A."
Resultado de inversiones en sociedades,0,2023,6,"TIVALSA, S.A."
Otros ingresos (gastos),-4740.72,2023,6,"TIVALSA, S.A."
Operaciones descontinuadas (neto),0,2023,6,"TIVALSA, S.A."
Total otros resultados,-24868557.91,2023,6,"TIVALSA, S.A."
Resultado antes de impuesto a la renta,656374211.9,2023,6,"TIVALSA, S.A."
Impuesto sobre la renta,0,2023,6,"TIVALSA, S.A."
UTILIDAD DEL EJERCICIO,656374211.9,2023,6,"TIVALSA, S.A."
Efectivo y equivalente de efectivo,1167098309,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Inversiones en instrumentos financieros,27673887018,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
A valor razonable con cambios en resultados,3005598138,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
A valor razonable Instrumentos Financieros Derivados,343564598.4,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
A valor razonable con cambios en ORI,24277687774,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
A costo amortizado,47036507.73,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Operaciones de compra al contado con venta a plazos,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Cuentas por cobrar en operaciones de cartera propia,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Deudores por intermediación,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Cuentas por cobrar relacionadas,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Otras cuentas por cobrar,19900957.59,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Impuestos pagados por anticipado,67096258.64,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Impuestos diferidos,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Inversiones en sociedades,76095767.27,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Activos intangibles,77309350.4,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
"Propiedad, planta y equipo",14808885.82,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Derecho de uso,41224964.24,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Propiedades de Inversión,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Otros activos,94441658.59,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
TOTAL DE ACTIVOS,29231863169,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Pasivos financieros,9072938943,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
A valor razonable,147924984.9,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
A valor razonable-instrumento financieros derivados,347210275.9,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
A costo amortizado,8577803683,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Obligaciones por financiamiento,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Obligaciones por instrumentos financieros Emitidos,2030663072,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Obligaciones con entidades de intermediación financiera,6547140610,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Operaciones de venta al contado con compra a plazo,15943401862,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Acreedores por intermediación,14698643.42,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Cuentas por pagar relacionadas,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Otras cuentas por pagar,25580714.58,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Provisiones,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Acumulaciones y otras obligaciones,25043934.1,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Arrendamientos,55792127.2,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Impuesto por pagar,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Impuesto diferidos,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Otros pasivos,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
TOTAL DE PASIVOS,25137456224,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Capital,549458000,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Aportes para futura capitalización,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Acciones en Tesorería,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Reserva legal,109891598.9,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Reservas de capital,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Resultados acumulados,2589265687,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Resultados del ejercicio,536055434.9,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Superávit por revaluación,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Otro resultado integral,309736223.5,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
TOTAL DE PATRIMONIO,4094406945,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
TOTAL DE PASIVOS Y PATRIMONIO,29231863169,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
A valor razonable,1628631821,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
A valor razonable - Instrumentos financieros derivados,-3796981.17,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
A costo amortizado,-502827760.4,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Total resultados por instrumentos financieros,1122007080,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Ingresos por administración de cartera,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Ingresos por custodia de valores,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Ingresos por asesorías financieras,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Otros ingresos por servicios,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Total ingresos por servicios,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Comisiones por operaciones bursátiles y extrabursátiles,5245719.61,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Gastos por comisiones y servicios,-32074412.54,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Otras comisiones,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Total resultados por intermediación,-26828692.93,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Gastos por financiamientos por Instrumentos financieros emitidos,-90499999.72,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Gastos por financiamientos con entidades de intermediación financiera,-407258449.1,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Gastos por arrendamientos,-8294957.61,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Total gastos financieros,-506053406.4,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Gastos de administración y comercialización,-206823685.3,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Reajuste y diferencia de cambio,154043404,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Resultado de inversiones en sociedades,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Otros ingresos (gastos),-289263.97,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Operaciones descontinuadas (neto),0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Total otros resultados,153754140.1,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Resultado antes de impuesto a la renta,536055434.9,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Impuesto sobre la renta,0,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
UTILIDAD DEL EJERCICIO,536055434.9,2023,6,"UC- UNITED CAPITAL PUESTO DE BOLSA, S.A."
Efectivo y equivalente de efectivo,902540293.4,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Inversiones en instrumentos financieros,3228300013,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
A valor razonable con cambios en resultados,3173606801,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
A valor razonable Instrumentos Financieros Derivados,54693212.04,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
A valor razonable con cambios en ORI,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
A costo amortizado,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Operaciones de compra al contado con venta a plazos,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Cuentas por cobrar en operaciones de cartera propia,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Deudores por intermediación,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Cuentas por cobrar relacionadas,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Otras cuentas por cobrar,140611282,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Impuestos pagados por anticipado,1994463.82,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Impuestos diferidos,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Inversiones en sociedades,2500817.9,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Activos intangibles,744323.47,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
"Propiedad, planta y equipo",1161139.33,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Derecho de uso,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Propiedades de Inversión,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Otros activos,201400.1,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
TOTAL DE ACTIVOS,4278053733,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Pasivos financieros,162209124.1,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
A valor razonable,14395107.79,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
A valor razonable-instrumento financieros derivados,147814016.3,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
A costo amortizado,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Obligaciones por financiamiento,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Obligaciones por instrumentos financieros Emitidos,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Obligaciones con entidades de intermediación financiera,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Operaciones de venta al contado con compra a plazo,3770406411,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Acreedores por intermediación,200000.01,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Cuentas por pagar relacionadas,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Otras cuentas por pagar,598265.02,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Provisiones,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Acumulaciones y otras obligaciones,4718269.48,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Arrendamientos,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Impuesto por pagar,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Impuesto diferidos,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Otros pasivos,53351268.18,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
TOTAL DE PASIVOS,3991483338,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Capital,95000000,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Aportes para futura capitalización,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Acciones en Tesorería,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Reserva legal,19000000,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Reservas de capital,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Resultados acumulados,214667041.9,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Resultados del ejercicio,-42096646.72,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Superávit por revaluación,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Otro resultado integral,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
TOTAL DE PATRIMONIO,286570395.2,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
TOTAL DE PASIVOS Y PATRIMONIO,4278053733,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
A valor razonable,571244432.1,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
A valor razonable - Instrumentos financieros derivados,-436274867,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
A costo amortizado,-115363026.4,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Total resultados por instrumentos financieros,19606538.79,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Ingresos por administración de cartera,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Ingresos por custodia de valores,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Ingresos por asesorías financieras,5265115.91,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Otros ingresos por servicios,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Total ingresos por servicios,5265115.91,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Comisiones por operaciones bursátiles y extrabursátiles,1070892.53,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Gastos por comisiones y servicios,-3410042.02,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Otras comisiones,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Total resultados por intermediación,-2339149.49,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Gastos por financiamientos por Instrumentos financieros emitidos,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Gastos por financiamientos con entidades de intermediación financiera,-23891805.2,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Gastos por arrendamientos,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Total gastos financieros,-23891805.2,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Gastos de administración y comercialización,-38550854.35,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Reajuste y diferencia de cambio,-2204004.32,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Resultado de inversiones en sociedades,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Otros ingresos (gastos),17511.94,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Operaciones descontinuadas (neto),0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Total otros resultados,-2186492.38,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Resultado antes de impuesto a la renta,-42096646.72,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Impuesto sobre la renta,0,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
UTILIDAD DEL EJERCICIO,-42096646.72,2023,6,"VERTEX VALORES PUESTO DE BOLSA, S.A."
Efectivo y equivalente de efectivo,1325397331,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Inversiones en instrumentos financieros,19516665577,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
A valor razonable con cambios en resultados,10103230519,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
A valor razonable Instrumentos Financieros Derivados,270914.57,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
A valor razonable con cambios en ORI,2628088765,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
A costo amortizado,6785075379,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Operaciones de compra al contado con venta a plazos,0,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Cuentas por cobrar en operaciones de cartera propia,0,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Deudores por intermediación,0,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Cuentas por cobrar relacionadas,1054961080,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Otras cuentas por cobrar,14446646.5,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Impuestos pagados por anticipado,255526682.2,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Impuestos diferidos,151217319.7,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Inversiones en sociedades,601337703.2,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Activos intangibles,3580194.5,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
"Propiedad, planta y equipo",16959800.07,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Derecho de uso,38353924,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Propiedades de Inversión,0,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Otros activos,75718447.9,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
TOTAL DE ACTIVOS,23054164705,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Pasivos financieros,2917978170,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
A valor razonable,6527733.76,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
A valor razonable-instrumento financieros derivados,475741.82,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
A costo amortizado,2910974694,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Obligaciones por financiamiento,-0.05,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Obligaciones por instrumentos financieros Emitidos,2013462328,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Obligaciones con entidades de intermediación financiera,897512365.8,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Operaciones de venta al contado con compra a plazo,15996992598,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Acreedores por intermediación,0,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Cuentas por pagar relacionadas,0,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Otras cuentas por pagar,172568307.7,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Provisiones,0,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Acumulaciones y otras obligaciones,93930675.22,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Arrendamientos,40594365.74,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Impuesto por pagar,1142.84,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Impuesto diferidos,0,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Otros pasivos,0,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
TOTAL DE PASIVOS,19222065259,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Capital,900000000,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Aportes para futura capitalización,137.55,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Acciones en Tesorería,0,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Reserva legal,90000000,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Reservas de capital,0,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Resultados acumulados,2539219056,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Resultados del ejercicio,135912767.5,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Superávit por revaluación,0,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Otro resultado integral,166967485.9,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
TOTAL DE PATRIMONIO,3832099447,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
TOTAL DE PASIVOS Y PATRIMONIO,23054164705,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
A valor razonable,1577768446,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
A valor razonable - Instrumentos financieros derivados,-540254423.1,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
A costo amortizado,-395781018.4,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Total resultados por instrumentos financieros,641733004.4,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Ingresos por administración de cartera,10751988.87,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Ingresos por custodia de valores,1633454.44,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Ingresos por asesorías financieras,0,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Otros ingresos por servicios,0,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Total ingresos por servicios,12385443.31,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Comisiones por operaciones bursátiles y extrabursátiles,2955855.56,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Gastos por comisiones y servicios,-54226595.06,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Otras comisiones,0,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Total resultados por intermediación,-51270739.5,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Gastos por financiamientos por Instrumentos financieros emitidos,-92758904.01,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Gastos por financiamientos con entidades de intermediación financiera,-173921480.6,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Gastos por arrendamientos,0,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Total gastos financieros,-266680384.6,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Gastos de administración y comercialización,-332676933.9,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Reajuste y diferencia de cambio,31593920.37,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Resultado de inversiones en sociedades,17355467.59,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Otros ingresos (gastos),34236899.86,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Operaciones descontinuadas (neto),0,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Total otros resultados,83186287.82,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Resultado antes de impuesto a la renta,86676677.5,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
Impuesto sobre la renta,-49236090,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
UTILIDAD DEL EJERCICIO,135912767.5,2023,7,"ALPHA SOCIEDAD DE VALORES, S.A."
